Comment,Class
성상납 + 보찢털 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
이제서야 끼리끼리 모이네,0
26유방용사 총폭탄비춬ㅋㅋㅋㅋㅋㅋㅋ,0
준석이 지지자 = 조선족 짱깨,0
가짜뉴스 가짜뉴스하던새끼들이 찌라시 들고 선동하는게 개딸빨갱이랑 근본이다를게없네 좆버러지벌레새끼들 ㅋㅋㅋ,1
상납접대당 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
준스기가 상납하고 영길이가 보털뜯하는거임?,0
틀딱들아 제발 야갤을 망치지말아줘 ㅠㅠ,0
틀딱벌레새끼들아 이런다고 국힘찍어줄거같냐?ㅋㅋㅋ응 무조건 신당찍을거야 ㅅㄱ,1
니 대가리나 찍어 짱깨새끼야 ㅋㅋ,1
ㄴㅋㅋ 지맘에안들면 짱개 전라도몰이 ㅋㅋ일베때부터 고바노들의 유구한 전통 ^^,0
짱깨 검거,0
나이 바꿔주는 영포티,0
좌좀 이준석ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 꺼져라 얼른,0
대전시 유성구 주피터~ 베트남 ㅂㅈ를 뜯으며 놀아요~,0
이준석은 능력도 경력도 덕도 가진게 아무것도 없는데 그 중 철학이 제일 없음,0
박근혜가 망할만했지 저런걸 데려올정도로 눈뜬장님이었으니 ㅋㅋㅋ,0
영길준석 대전쟁은 인죵 ㅋㅋ,0
솔직히 폭탄주 드립은 ㅆㅅㅌㅊ인데 씹선비들한테 안통해서 그만...,1
니네애미  성상납준석이랑 함?,1
ㅋㅋㅋ 굿이노  - dc App,0
성상납의 신 준석이지  씨알리스 2개먹고 비아그라먹어도 발기안되는 병신 장애인 북괴빠는 성상납준석,1
상납 연합 ㅋㅋㅋㅋ,0
상납 2인조 ㅋㅋㅋㅋㅋㅋ,0
송영길은 탈당이라도 했지 이준석은 아직도 탈당 안함? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
솔직히 영혼의 듀오 아니냨ㅋㅋㅋㅋ,0
시발 조를 짜도 좀 가려가면서 짜야지 급하다고 아무하고나 씹 ㅋㅋㅋㅋ,1
조합이 은근 어울리누 ㅋㅋ오늘은 어데로 갈까나 .........,0
뭐 끝난거지 ㅋㅋㅋㅋ 송영길은 이재명 고발 안하면 가봤자 그냥 마이너스임,0
개준스기 욕한다고 질 선거를 이기기야 하겠냐선거 패배와 식물대통령은 배신에 대한 댓가니까 달게 받아라,0
폭탄주발언도 존나 웃겼었음ㅇㅇ 저때 안상수가 보온병보고 포탄이라고해서 그걸로 존나 까였는데 굳이 비교를 하자면 안상수는 멍청한거고 저새끼는 사람들 다친 피격현장에서 소주병보고 폭탄주 개드립날린거라 훨씬 더 악질적인건데 안상수만 존나 공격당하고 저새끼 개소리는 언론에서 최대한 묻음,1
둘이 같이 해외출장? 태국이나 네델란드로 잘 다녀와라 ㅋ,0
선고가 병합이니까 이 병신아 ㅋㅋㅋ  - dc App,1
다 뜯자 이기야,0
송트남 방석집 마니아엿노,0
폭탄주 발언은 진짜 존나 웃기네 ㅋㅋㅋㅋㅋ,1
원래 고향으로 돌아가는 건데 뭘 놀래노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 프락치새끼,1
야탄주는 볼때마다 웃기긴하노 ㅋㅋㅋ,0
진짜 볼만하겠노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
하다하다?  2 : 1  - dc App,0
여론조작하는 새끼들이나 앰생들 빼곤 2030다 준스톤 지지함. 두차이를 뭐가 좋다고 빨아주노,1
원래 민주당에서 심어놓은 프락치였는데 뭐가 문제라는거야 민주당도 양심이 있으면 프락치가 그 정도로 일을 해줬으면 의원 자리 하나는 줘야지,0
검찰 카르텔 전체주의 세력 척결 ㅋㅋㅋㅋㅋㅋ 리중떡 응원해~~~~~~~~ㅋㅋㅋㅋ,0
돌새끼 만진당 애들만 보면 90도 폴더인사 자동이노,1
끼리끼리 모이네ㅋㅋㅋㅋ,0
강성페미 김한길한테 장악당한 국힘 뽑느니 이준석 신당뽑는다.,0
어휴 ㅋㅋㅋㅋㅋ,0
상납견들 또 달려들어서 한줌단 짓 하노 사회생활 좀 하라노  - dc App,0
영기리랑 쮼석이의 환장의 콜라보  - dc App,0
그럴일 없우송영길 멋대로 지껄이는거이준석은 영남으로 간다,0
상납2인조 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ - dc App,0
국짐당 폭망각이쥬?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
한새끼는 뜯고 한새끼는 받고,1
북에물어볼게요 ㅋㅋㅋ,0
이준석 이새끼가 진짜 인기가 있는놈인지 없는놈인지 신당창당하고 총선 끝나면 확실히 알수있을듯 내가 볼땐 진짜 한줌조차도 안됨 실제로 투표장나가 투표하는 사람들 중에 비율로 따지자면ㅇㅇ,1
펨코서 송영길 좆나 빨더만ㅋㅋ,1
둘이 잘 어울리네 추문도 비슷하고 쭉 함께 가라~ - dc App,0
성상납당 만들어라 응원한다 이깈ㅋㅋㅋㅋㅋ,0
폭탄주는 솔직히 웃겨서 호감임,0
송영길이 지입으로 이준석이랑 反윤 연대하겠는데 눈알은 장식이노?,0
송영길이 망상질하면 이준석도 하겠다는게 되는거임? 틀구이유니버스는 ㄹㅇ 이해를못하겠노,0
"리준석 "" 정의당과도 연대하겠다""",0
저렇게 모여서 ㅋㅋ 비제이나 해라 ㅋㅋㅋㅋㅋㅋㅋ,0
성상납 이 미친새끼들,1
색깔 확실하구마잉,0
신당 뜯어지는 소리가 여까지 들리노,0
엌ㅋㅋㅋ 축리웹 새보첩 반응보러 가야겠다ㅋㅋㅋ  - dc App,0
끼리끼리 잘들노네,0
신당을 교도소에서 차리겠노,0
섹스파티 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  - dc App,1
"혹시 입당 자격이 룸싸롱에서 룸녀 거기 ""뜯고"" ""주무르고"" ""씨알리스 2알 먹고 으랏챠"" 할 주 알아야 되는거냐?",0
가로세로 연구소 같은거 해라  - dc App,0
대전시와 하노이 국제협력 MOU 체결했노? ㅋㅋ,0
야스파티당으로 만드노 ㅋㅋㅋㅋㅋ,0
팀컬러 확실하노 ㅋㅋㅋㅋ,0
라인업ㅅㅂㅋㅋㅋㅋㅋ어질어질하다  - dc App,1
야 이건 보수표 깎아 먹기가 아니라 좌파표 깎아 먹는 정당이잖어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
애초에 윤핵관들이 이준석 보고 민주당 가라고 했으니 신당 창당 후 민주당과 합당해버리면 됨,0
재미있겠다 진행시켜 ㅋㅋㅋㅋㅋㅋ,0
당이름이 어떻게 야스당 ㅋㅋㅋㅋ,0
돌재앙후장견들 다 운지했노? 어데간노 ㅋㅋ,1
국힘 민주당 합당 좋다 - dc App,0
이거 좋은데 ㅋㅋㅋ  - dc App,0
펨코충들은 송영길 조국 지지한다는소리지?,0
성매매충들끼리 서로 연대하는거노 ?,0
송영길이 보기에 이준석하고 조국하고 비슷한놈이구나,0
쓰레기 모임이냐? ㅋㅋㅋㅋㅋㅋㅋ,0
성매매 양성화는 확실히 시켜주겠노 찍어줘야겠노,0
야이 병신새끼야 내가 지금 니애미 병신 장애인이라고 하면 그게 사실이 되는거냐? 애미 좆뒤진 새끼,1
니애미 짱깨 좆집 4050 좆팔육 전라도 홍어 피떡갈비 개병신새끼야~,1
ㄴ니 애미는 3명이냐? 405060 ㅇㅈㄹ 하고 있네 ㅋㅋㅋ,1
보지털이나 입으로 뽑고 상납이나 받는 개병신 찢갈이당~,1
이게 지지자들수준이구나 병신같은새끼,1
조민 아씨 비례1번?  - dc App,0
SEX PARTY ㅋㅋㅋ,0
보털 상납 입시비리ㅋㅋㅋ 수어사이드 스쿼드노ㅋㅋㅋ,0
김한길 윤석열 조합은 못이기제,0
이준석은 왜 갈 수록 추해지냐 실망할 바닥조차 없어지게 만드네,0
시발 ㅋㅋㅋㅋㅋㅋㅋ,1
와 시발 극좌당이노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
"보털, 성상납, 가족사기단 ㅋㅋㅋㅋㅋㅋㅋ",0
꼭 뭉쳐라  - dc App,0
오우 응원한다 이기야 꼭 창당하자 ㅋ,0
팩트 보수우파보다 진보좌파표가 더 빠져나감 ㅋ,0
전국구 신당 만들겠다 (빨갱이들끼리 모이며),0
라인업 레전드네 ㅋㅋ,0
ㅋㅋㅋㅋㅋㅋ 꿀꿀이죽당,0
비례제 이쓰레기같은제도좀 없애라 일반시민들을 위한제도도아니고 자기들끼리 해먹는쓰레기같은제도인데,0
좌파페미 섹스톤 본색 드러내는거지,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 응원한다 이기야~~~~~~~~~~~,0
정계 은퇴하게 생겼으니깐 막지르네 ㅋㅋㅋㅋㅋ,0
급하긴 오지게 급했나보다ㅎㅎ 웃기긴했으니 1점 주께 ㅋㅋㅋㅋㅋ,0
교도소노  - dc App,0
상납당 ㄷㄷ,0
들킨범죄당,0
트남당,0
틀딱들은 송영길이 가능성있다고 아가리 언플한게진짜 오피셜이라고 생각하는거임? ㅋㅋㅋ,0
틀딱들아 하나만해라저번엔 류호정이랑 엮고이번엔 조국이랑 엮고염병을 하노 ㅋㅋㅋㅋㅋ,1
음식물쓰레기당 ㅋㅋㅋㅋㅋ,0
이렇게까지 할 줄은 몰랐는데 ㄹㅇ 코미디네ㅋㅋㅋ,0
조국도 반페미이긴 한데 ㅋㅋ 조국빠는 날이 오나? ㅋㅋ,0
통진당이랑 저기랑 어디가 더 똥통이냐 ?? ㅋㅋㅋㅋ,0
송영길 멋대로 떠드는거 퍼오는 병신 윤석열빠1년 넘게 지지율 쳐망한 윤석열이런다고 뭐가 달라져?,1
이준석 본인은 연대하겠다고 말한적이 없음,0
이준석이 오늘 대구로 가겠다고 했는데 연대하겠냐,0
윤빠 병신들아 이런다고 친윤의힘 지지율 안올라,1
그러거나 말거나 준떡이가 더 망한거같은데 이미ㅋ,0
잘가라 ㅋㅋㅋ 준석아 ㅋㅋㅋ,0
어울리네ㅋㅋ 송뜯남이랑 준떡이 공감대가 있자나,0
쓰레기통이야?,0
개ㅔ씨발 짬통도 이런 짬통이 없을듯 애미 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
국짐당 망했쥬??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
무슨 조합이노ㅋㅋ,0
능려으로 선거못이기니 어떻게든 비례정당만들어서 국회의원해보겠다는 개준석ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
범죄당이네,0
저당은 시발 컨셉이 머노 ㅋㅋㅋ 존나 기괴하노 ㅋㅋㅋㅋㅋ,1
가오 안살게 비례 ㅇㅈㄹ  - dc App,0
잡당 - dc App,0
섹스당 ㅋㅋ,1
분리수거 ㅆㅅㅌㅊ ㅋㅋ  - dc App,1
zzzz,0
쥐 퐁 티 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
아,0
쥐서인,0
얜 한신 타이거즈 응원할줄,0
근데 윤서인은 kbo 보다 npb 더 좋아해야 되는거 아닌가 ㅋㅋ,0
저렇게 오래됐으면 어쩔수없지,0
진짜 잘생겼다,0
아 씨 나 lg팬인데 팀 바꿔야 대나   - dc App,0
좆쥐평 ㅋㅋ차라리 저딴 새끼 팬인 좆쥐보다 부산자이언츠가 나음 ㅇㅇ,1
감독보니 내년은 ㄹㅇ 자이언츠 우승적기임,0
내 기억엔 얼마전에 SSG로 팀세탁 했는데?,0
부고소식만,0
도쿠가와 이예야스 에게 과분한 두가지가 있듯이 윤서인에게도 마누라랑 금수저는 확실히 과분한거같음.... - dc App,0
굥서인은 죽어도 못 빨지 저 찐따새끼 빨빠에야 이재명 지지함 ㅋㅋ,1
병신 ㅋㅋ  - dc App,1
첫짤 부부냐?? 부부는 닮는다더니...,0
좆쥐평균 ㅋㅋㅋㅋㅋㅋㅋ,1
일본에서??  - dc App,0
쥐퐁티 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
쥐평 ㅋㅋ,0
솔직히 윤서인 이제 좀 호감임반일 정신병자들보다는 우리 서인이햄이 더 낫지 ㅇㅇ,0
깨알 랜더스 다이노스 무엇 ㅋㅋ,0
윤서인은 개추지 ㅇㅇ 빨갱이들 어리둥절 ㅋㅋㅋㅋ  - dc App,0
국내 푸산인이 일본햄쯤 응원했단 괴역사 본 느낌이노,0
쥐평,0
쥐서인 ㅋㅋ,0
아 ㅋㅋ - dc App,0
이게 인생이지,0
ㅈㅍ  - dc App,0
"아.... 그 ""코"" 묻었네... 쉣......!!!",0
이 분 요새 선릉 위워크에 있냐 거기서 진짜 닮은사람 자주보는데 본인인지 아닌지 궁금함ㅋ  - dc App,0
쥐서인ㅋㅋㅋㅋㅋ,0
쥐퐁티,0
코묻었네 시발  - dc App,1
아 시발 ㅋㅋㅋㅋ,1
엘쥐 랜더스 다이노스 세팀을 응원하는거임??  뭔 혼종임,0
대놓고 팀세탁 조지게 해놓고 원년부심 부리면 뭐함ㅋㅋㅋㅋ,0
탈쥐해야겠네  - dc App,0
안사먹으니깐,0
님들 생각보다 사먹는 야붕이들 많지 않음. 이렇게 클린하고 차칸 애들인데 한녀들 병신들은 진가를 모름 정신만 차리면 진짜 세계에 내놔도 그리 부끄럽지 않은 애들임 정신만 차리면  - dc App,1
사먹는 한남은 좆팔육이랑 영포티들이니까 ㅋㅋ,1
ㅄ인가?  공급이 수요를 넘어서니  선진국 중 유일한 창녀수출국이 됐자넠ㅋㅋㅋㅋㅋ   ㅅㅂ  심지어  나라 망해서 동물원 습격하는 베네주엘라아와  창녀 수출 숫자로 비비고 있는게 현실인데  ㅅㅂ 생각이란게 있냐?,1
안사먹으니까 해외로 나가지,0
모쏠아다지만 사먹고 싶지가 않음,0
병걸릴거 같은데 뭘 사먹음 ㅆㅂ ㅋㅋㅋ 그냥 아다로 죽는게 나을듯,1
한녀는 기생충,0
국내에선 성범죄 무고 남발하고 해외가서는 몸팔고 온다노 ^오^,0
다 본인들 업보지 욕할거면 저런인식을 만들게한 같은한녀를 욕해라 ㅋㅋㅋㅋ,0
입보지?,0
야붕아!!!!,0
속보)감히 한녀를 욕해? 배그린 아줌마 노발대발하며 다급히 튀기 소환 on!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!속보)감히 한녀를 욕해? 배그린 아줌마 노발대발하며 다급히 튀기 소환 on!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!속보)감히 한녀를 욕해? 배그린 아줌마 노발대발하며 다급히 튀기 소환 on!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
국제사회에서 선진국 여성들과 동등한척 연기하고있었는데 사실은 그여자들도 속으로 창녀보듯이 하고있었던거 ㅋㅋㅋㅋㅋ 한국에 베트남 라오스여자가 한녀랑 동등하게 여성입장 대변하는거 보는기분일듯 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
한녀들 일본 엄청싫어하면서 일본어는 잘하는 이유가 있었노 ㅋㅋㅋㅋ,0
일본가서 몸존나팜 원정녀시리즈ㅋㅋ,1
이게 다 한남 때문이라능  - dc App,0
아무리 생각해도 위안부는 자발적인게 맞았던것같음 ㅋㅋㅋ,0
외화벌이는 착한 창녀 아니냐,1
한남은 게이 한녀는 창녀진짜 조센징들 개역겹노 ㅋㅋㅋㅋㅋㅋ,1
역시 2천만원모아서 베트남 18살 처녀 (진짜처녀)가 답이네,0
이십대년이 명품백차고 씀씀이가 크면 십중팔구 창녀임,1
실베가즈아,0
세계는 지금 K-Pusssy 대유행!!!,0
K-Prostitute,0
이거보고 민주당 찍기로 했다,0
30대 초면 이제 순결한 척 하고 퐁퐁남 잡아야죠,0
"한국에서 하는것처럼생활하면 그냥 외국시선엔 창녀인게 맞음. 문제는 한국에선 모두가 창녀처럼행동해서, 지들이 창녀짓하는질 모르는거",1
외국에서 우리가 애 낳아주는거는요? 이딴 말 하는 부모가 세상에 어딨음. 대리모도아니고 ㅋㅋㅋ,0
그게 한녀인걸,0
한녀의창녀 실드논리라면 주체적이지도 못한 여성이 사회중책을 결정짓는 고위층에는 절대 못오르게해야겠네 ^^,1
판검사 절대불가. 주체적이지 못한 나약한 존재가 남을 심판? ㅋ,0
한국도 태국처럼 미국 보이콧해야하는거아니냐?,0
다른건 몰라도 한녀가 예잔부터 몸 하나는 기가 막히게 잘 팜 오죽하면 아직도  선진국 중 유일한 창녀 수출국이겠냐ㅋ  심지어  나라 망한 베네주엘라 바로 밑임 ㅋ  이런 년들이 감히 페미국을 만들고  그런 ㅄ년들 설거지 하고 숭배까지 하는 ㅄ들이 넘처 나는 ㅄ새끼들의 나라  아직까지 망하지 않고 유지가 되는게 신가한 수준 ㅋㅋㅋㅋㅋㅋ,1
설윤아기 비상걸렸노,0
역시 한녀네,0
동남아 에서 싸퇴충 짓으로 애비 업는 애들 윽수로 양산한 어글리 코리안 한남충들이 내로남불 하고 있는 모습이다,1
"작고 냄새나는 ""한 계 집""",0
근데 한녀들은 베트남 왜 무시를 하냐  미국 중국 프랑스 다 이겨 본 유일한 동양국인데 심지어 더 과거를 가도 최전성기 몽고를 이겨 본 몇 안되는 나라임 ㅋㅋㅋ  국뽕 적당히 빨아야지 ㅋㅋㅋㅋㅋ,0
"성매매 입국자가 아시아 최대공창 태국, 중남미 2강 페루,멕시코를 압도적 찍어 눌렀네저기서 유일한 선진국인데, 한녀는 페미니 여성 인권이니 말하기 안 부끄럽노???",0
솔직히 저렇게 팔아도 상관없으니 국내법도 개정해서 창녀 허용해라 ㅋㅋㅋ 지들이 팔겠다는데 더 도와줘야지 뭔 약자 ㅇㅈㄹ 다 지들 돈벌라고 가는건데,1
창녀허용하면 벌이가 적어지자너 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 불법이니까 몇백 천만원 받는거지,1
한녀는 뭔 몸파는것도 국제적으로 하냐  - dc App,0
아아..  글로벌창녀 웅장하다...  - dc App,1
국제인증,0
싱가포르랑 태국?이던가 베트남이던가 클럽원정성매매 하는 년들 천지다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 국내는 요트성매매 예전부터 있엇고 ㅋㅋㅋ 요트성매매는 안 걸리거든 ㅋㅋㅋㅋ,0
어차피 비처녀구녕인데 더 박힌다고 티도 안 나니깤ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
역대 최악의 세대 반중롤깨 이대남1. 반중하면서 롤 원신 못잃음2. 반중하면서 마라탕 탕후루 쳐먹음3. 야갤에 조직적으로 한국여성 혐오자료를 올려서 여혐선동을 주도함진짜 이렇게 역대 최악의 쓰레기 세대가 또 있을까  - dc App,0
"야갤에 올라오는 한국여성 까는 자료는 반중롤깨 거북유방단 좆대남새끼들이 올리는 여성혐오 자료임여성혐오글이 없어지기위해서 야갤 념글에 이대남 까는글, 군캉스 조롱하는글  을 주기적으로 올리고 좆대남 패는 문화를 만들어서 놔서 좆대남들이 다신 야갤에 얼씬도 못하게 해야함그래야 여혐선동이 사라짐  - dc App",1
해외에서 성매매하다 적발되면 전자상이든 여권이든 영원히 낙인찍어야함,0
막짤도 존나 웃긴게뭘 억울하단듯이 쳐움? 노 이해,1
